291,"{""refString"":""Bak. In: Syn. 422. (1868)."",""yearStart"":1868}","{""itemId"":51487,""yearAggr"":1864,""titleName"":""Ueberblick über die Trias :"",""volume"":null,""partPages"":null,""titleYearStart"":1864,""titleYearEnd"":null,""pageNum"":35}",0.2
136,"{""refString"":""Fries, E.M. In: Observ. mycol. (Havniae) 1:42. (1815)."",""yearStart"":1815,""volume"":1,""pageStart"":42}","{""itemId"":25362,""yearAggr"":1871,""titleName"":""Handbook of British fungi"",""volume"":""1"",""partPages"":null,""titleYearStart"":1871,""titleYearEnd"":null,""pageNum"":64}",0.2
136,"{""refString"":""Fries, E.M. In: Observ. mycol. (Havniae) 1:42. (1815)."",""yearStart"":1815,""volume"":1,""pageStart"":42}","{""itemId"":100387,""yearAggr"":1871,""titleName"":""Handbook of British fungi :"",""volume"":""1"",""partPages"":null,""titleYearStart"":1871,""titleYearEnd"":null,""pageNum"":64}",0.2
136,"{""refString"":""Fries, E.M. In: Observ. mycol. (Havniae) 1:42. (1815)."",""yearStart"":1815,""volume"":1,""pageStart"":42}","{""itemId"":133343,""yearAggr"":1919,""titleName"":""Enumeratio systematica fungorum in omnium herbarum europaearum"",""volume"":""v.1"",""partPages"":null,""titleYearStart"":1919,""titleYearEnd"":1924,""pageNum"":396}",0.2
21,"{""refString"":""Fisher W. S. New species of buprestid beetles from Mexico and Central America. Proceedings of the United States National Museum (Number 2968) 82(27):1-47. (1933)."",""yearStart"":1933,""volume"":82,""pageStart"":1,""pageEnd"":47}","{""itemId"":193165,""yearAggr"":1841,""titleName"":""Histoire naturelle et iconographie des insectes coléoptères"",""volume"":""v.2 (1841) [Text]"",""partPages"":null,""titleYearStart"":1839,""titleYearEnd"":null,""pageNum"":47}",0.2
189,"{""refString"":""LAMEERE Auguste Alfred Lucien. Liste des Cérambycides décrits postérieurement au catalogue de Munich. Annales de la Société Entomologique de Belgique, Bruxelles [1882] 26: 1-78. (1883)."",""yearStart"":1883,""volume"":26,""pageStart"":1,""pageEnd"":78}","{""itemId"":14613,""yearAggr"":1879,""titleName"":""Biologia Centrali-Americana"",""volume"":""Insecta. Coleoptera. v. 5. Longriconia - Bruchides by H.W. Bates and David Sharp (1879-1886)."",""partPages"":null,""titleYearStart"":1879,""titleYearEnd"":1915,""pageNum"":156}",0.2
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":77301,""yearAggr"":1922,""titleName"":""Ophiurans of the Philippine seas and adjacent waters"",""volume"":null,""partPages"":null,""titleYearStart"":1922,""titleYearEnd"":null,""pageNum"":452}",0.95
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":100788,""yearAggr"":1922,""titleName"":""Bulletin"",""volume"":""no.100:v.5 (1922)"",""partPages"":null,""titleYearStart"":1907,""titleYearEnd"":1971,""pageNum"":445}",0.95
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":100788,""yearAggr"":1893,""titleName"":""Bulletin"",""volume"":""no.100:v.5 (1922)"",""partPages"":""1-210"",""titleYearStart"":1907,""titleYearEnd"":1971,""pageNum"":4}",0.95
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":109063,""yearAggr"":1962,""titleName"":""Proceedings of the Linnean Society of New South Wales"",""volume"":""v.87=no.398-400 (1962-1963)"",""partPages"":""79-83"",""titleYearStart"":1875,""titleYearEnd"":null,""pageNum"":80}",0.2
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":33257,""yearAggr"":1969,""titleName"":""Bulletin"",""volume"":""no.293 (1969)"",""partPages"":null,""titleYearStart"":1907,""titleYearEnd"":1971,""pageNum"":15}",0.2
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":19529,""yearAggr"":1970,""titleName"":""Bulletin of the British Museum (Natural History) Zoology"",""volume"":""v.19 (1970)"",""partPages"":null,""titleYearStart"":1950,""titleYearEnd"":null,""pageNum"":77}",0.2
356,"{""refString"":""Koehler, R. Ophiurans of the Philippine Seas and adjacent waters. Smithsonian Institution United States National Museum Bulletin. 100(5): 1-486. (1922)."",""yearStart"":1922,""volume"":100,""pageStart"":1,""pageEnd"":486}","{""itemId"":19510,""yearAggr"":1976,""titleName"":""Bulletin of the British Museum (Natural History) Zoology"",""volume"":""v.30 (1976-1977)"",""partPages"":""1-28"",""titleYearStart"":1950,""titleYearEnd"":null,""pageNum"":116}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":60407,""yearAggr"":1869,""titleName"":""Dendrologie"",""volume"":""1"",""partPages"":null,""titleYearStart"":1869,""titleYearEnd"":null,""pageNum"":118}",0.95
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":101659,""yearAggr"":1845,""titleName"":""The Gardeners' chronicle and agricultural gazette."",""volume"":""1845"",""partPages"":null,""titleYearStart"":1844,""titleYearEnd"":1873,""pageNum"":659}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":100558,""yearAggr"":1854,""titleName"":""The Gardeners' chronicle and agricultural gazette."",""volume"":""1854"",""partPages"":null,""titleYearStart"":1844,""titleYearEnd"":1873,""pageNum"":736}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":39903,""yearAggr"":1867,""titleName"":""Aperçu de la végétation et des plantes cultivées de la Suède"",""volume"":null,""partPages"":null,""titleYearStart"":1867,""titleYearEnd"":null,""pageNum"":92}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":80851,""yearAggr"":1867,""titleName"":""Aperçu de la végétation et des plantes cultivées de la Suède"",""volume"":null,""partPages"":null,""titleYearStart"":1867,""titleYearEnd"":null,""pageNum"":92}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":130020,""yearAggr"":1867,""titleName"":""Annales des sciences naturelles"",""volume"":""ser.5:t.7 (1867)"",""partPages"":null,""titleYearStart"":1834,""titleYearEnd"":1937,""pageNum"":298}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":54427,""yearAggr"":1871,""titleName"":""Icones plantarum :"",""volume"":""v.3 (1840)"",""partPages"":null,""titleYearStart"":1871,""titleYearEnd"":null,""pageNum"":79}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":104189,""yearAggr"":1873,""titleName"":""Die Pflanzenwelt Norwegens :"",""volume"":""1873-1875"",""partPages"":null,""titleYearStart"":0,""titleYearEnd"":null,""pageNum"":361}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":27717,""yearAggr"":1838,""titleName"":""A flora of North America"",""volume"":""v.1 (1838-1840)"",""partPages"":null,""titleYearStart"":1838,""titleYearEnd"":1843,""pageNum"":696}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":104878,""yearAggr"":1843,""titleName"":""Botanische Zeitung."",""volume"":""Jahrg.1 (1843)"",""partPages"":null,""titleYearStart"":1843,""titleYearEnd"":1910,""pageNum"":142}",0.2
393,"{""refString"":""C. Koch. In: Dendrol. 1: 116. (1869)."",""yearStart"":1869,""volume"":1,""pageStart"":116}","{""itemId"":258508,""yearAggr"":1913,""titleName"":""Journal of agricultural research."",""volume"":""v.1:no.1-6 (1913-1914)"",""partPages"":null,""titleYearStart"":1913,""titleYearEnd"":1949,""pageNum"":154}",0.2
259,"{""refString"":""Lauterb. & K.Schum. In: Fl. Schutzgeb. Südsee: 217. (1900)."",""yearStart"":1900}","{""itemId"":21888,""yearAggr"":1900,""titleName"":""Just's Botanischer Jahresbericht"",""volume"":""Jahrg.28:Abt.1 (1900)"",""partPages"":null,""titleYearStart"":1883,""titleYearEnd"":1939,""pageNum"":412}",0.2
377,"{""refString"":""Péringuey L. Descriptive catalogue of the Coleoptera of South Africa (Lucanidae and Scarabaeidae), Sub-families: Rutelinae, Hopliinae. Transactions of the South African philosophical Society. Cape Town 12:561-920. (1902)."",""yearStart"":1902,""volume"":12,""pageStart"":561,""pageEnd"":920}","{""itemId"":113532,""yearAggr"":1902,""titleName"":""Transactions of the South African Philosophical Society."",""volume"":""v.12:pt.2(1902)"",""partPages"":null,""titleYearStart"":1880,""titleYearEnd"":1909,""pageNum"":605}",0.95
377,"{""refString"":""Péringuey L. Descriptive catalogue of the Coleoptera of South Africa (Lucanidae and Scarabaeidae), Sub-families: Rutelinae, Hopliinae. Transactions of the South African philosophical Society. Cape Town 12:561-920. (1902)."",""yearStart"":1902,""volume"":12,""pageStart"":561,""pageEnd"":920}","{""itemId"":36995,""yearAggr"":1902,""titleName"":""Descriptive catalogue of the coleoptera of South Africa (Lucanidæ and Scarabæidæ)"",""volume"":""v.12:pt.2"",""partPages"":null,""titleYearStart"":1902,""titleYearEnd"":1904,""pageNum"":605}",0.2
113,"{""refString"":""Burmeister H.C.C. Handbuch der Entomologie. Coleoptera Lamellicornia, Phyllophaga, Chaenochela. Berlin 4(2):1-570. (1855)."",""yearStart"":1855,""volume"":4,""pageStart"":1,""pageEnd"":570}","{""itemId"":59258,""yearAggr"":1888,""titleName"":""The fauna of British India"",""volume"":""Coleoptera (Lamellicornia) pt.2"",""partPages"":null,""titleYearStart"":1888,""titleYearEnd"":null,""pageNum"":153}",0.2
113,"{""refString"":""Burmeister H.C.C. Handbuch der Entomologie. Coleoptera Lamellicornia, Phyllophaga, Chaenochela. Berlin 4(2):1-570. (1855)."",""yearStart"":1855,""volume"":4,""pageStart"":1,""pageEnd"":570}","{""itemId"":37284,""yearAggr"":1910,""titleName"":""Coleoptera: Lamellicornia."",""volume"":""Coleoptera (Lamellicornia) pt.2"",""partPages"":null,""titleYearStart"":1910,""titleYearEnd"":null,""pageNum"":153}",0.2
266,"{""refString"":""MOTSCHULSKY, T. Victor Ivanovich de. Enumération des nouvelles espèces de coléoptères rapportés de ses voyages. 4ème article (suite). -. \""Bulletin de la Société Impériale des Naturalistes de Moscou, 37 (3): 171-240. (Moscow). (<a href = \""https://biodiversitylibrary.org/page/44334154\"" target =\""_blank\"">See BHL)\"". (1864)."",""yearStart"":1864,""volume"":37,""pageStart"":171,""pageEnd"":240}","{""itemId"":152396,""yearAggr"":1864,""titleName"":""Bulletin de la Société impériale des naturalistes de Moscou"",""volume"":""t.37:no.3-4 (1864)"",""partPages"":null,""titleYearStart"":1829,""titleYearEnd"":1916,""pageNum"":219}",0.95
266,"{""refString"":""MOTSCHULSKY, T. Victor Ivanovich de. Enumération des nouvelles espèces de coléoptères rapportés de ses voyages. 4ème article (suite). -. \""Bulletin de la Société Impériale des Naturalistes de Moscou, 37 (3): 171-240. (Moscow). (<a href = \""https://biodiversitylibrary.org/page/44334154\"" target =\""_blank\"">See BHL)\"". (1864)."",""yearStart"":1864,""volume"":37,""pageStart"":171,""pageEnd"":240}","{""itemId"":134289,""yearAggr"":1859,""titleName"":""Énumération des nouvelles espèces de coléoptères rapportés de ses voyages"",""volume"":null,""partPages"":null,""titleYearStart"":1859,""titleYearEnd"":1875,""pageNum"":219}",0.2
284,"{""refString"":""W.Phillips. Grevillea 5:115. (1877)."",""yearStart"":1877,""volume"":5,""pageStart"":115}","{""itemId"":188083,""yearAggr"":1876,""titleName"":""Grevillea."",""volume"":""v.5 (1876-1877)"",""partPages"":null,""titleYearStart"":1872,""titleYearEnd"":1894,""pageNum"":115}",0.95
284,"{""refString"":""W.Phillips. Grevillea 5:115. (1877)."",""yearStart"":1877,""volume"":5,""pageStart"":115}","{""itemId"":54528,""yearAggr"":1824,""titleName"":""Annals of the Lyceum of Natural History of New York."",""volume"":""v. 11 July 1874-June 1877"",""partPages"":null,""titleYearStart"":1824,""titleYearEnd"":1877,""pageNum"":407}",0.2
263,"{""refString"":""Simon, E. Etude sur les arachnides du Tonkin (1re partie). Bulletin Scientifique de la France et de la Belgique 42: 69-147. (1909)."",""yearStart"":1909,""volume"":42,""pageStart"":69,""pageEnd"":147}","{""itemId"":40349,""yearAggr"":1909,""titleName"":""Bulletin scientifique de la France et de la Belgique."",""volume"":""t.42 (1909)"",""partPages"":""69-147"",""titleYearStart"":1888,""titleYearEnd"":1917,""pageNum"":83}",0.95
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":104107,""yearAggr"":1783,""titleName"":""Encyclopédie méthodique. Botanique"",""volume"":""t.1 (1783)"",""partPages"":null,""titleYearStart"":1783,""titleYearEnd"":1808,""pageNum"":254}",0.95
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":14566,""yearAggr"":1805,""titleName"":""Caroli a Linné Species plantarum :"",""volume"":""v.4:pt.1"",""partPages"":null,""titleYearStart"":1797,""titleYearEnd"":1830,""pageNum"":157}",0.2
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":84243,""yearAggr"":1805,""titleName"":""Species plantarum :"",""volume"":""t.4:pt.1 (1805)"",""partPages"":null,""titleYearStart"":1797,""titleYearEnd"":1818,""pageNum"":157}",0.2
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":106697,""yearAggr"":1835,""titleName"":""Companion to the Botanical magazine"",""volume"":""v.1 (1835)"",""partPages"":null,""titleYearStart"":1835,""titleYearEnd"":1837,""pageNum"":351}",0.2
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":49729,""yearAggr"":1844,""titleName"":""Natuur- en geneeskundig archief voor Neêrland's-Indië."",""volume"":""jaard.1 1844"",""partPages"":null,""titleYearStart"":1844,""titleYearEnd"":1847,""pageNum"":177}",0.2
270,"{""refString"":""Lam. In: Encycl. 1: 254. (1783)."",""yearStart"":1783,""volume"":1,""pageStart"":254}","{""itemId"":1862,""yearAggr"":1855,""titleName"":""Flora van Nederlandsch Indië"",""volume"":""v. 1 no.1"",""partPages"":null,""titleYearStart"":1855,""titleYearEnd"":null,""pageNum"":1066}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":129797,""yearAggr"":1854,""titleName"":""Annales des sciences naturelles"",""volume"":""ser.4:t.2 (1854)"",""partPages"":null,""titleYearStart"":1834,""titleYearEnd"":1937,""pageNum"":68}",0.95
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":106485,""yearAggr"":1837,""titleName"":""Verhandlungen des Vereins zur Beförderung des Gartenbaues in den Königlich Preussischen Staaten."",""volume"":""Bd.5 (1837)"",""partPages"":null,""titleYearStart"":1822,""titleYearEnd"":1859,""pageNum"":36}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":94928,""yearAggr"":1857,""titleName"":""Mitteilungen der Thurgauischen Naturforschenden Gesellschaft."",""volume"":""bd. 21-22 (1915-17)"",""partPages"":null,""titleYearStart"":1857,""titleYearEnd"":null,""pageNum"":61}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":110969,""yearAggr"":0,""titleName"":""Dictionnaire pittoresque d'histoire naturelle et des phénomènes de la nature"",""volume"":""2"",""partPages"":null,""titleYearStart"":0,""titleYearEnd"":null,""pageNum"":561}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":114248,""yearAggr"":1811,""titleName"":""Trattato degli alberi della Toscana"",""volume"":""1-2"",""partPages"":null,""titleYearStart"":1811,""titleYearEnd"":null,""pageNum"":28}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":73568,""yearAggr"":1880,""titleName"":""Handbuch der allgemeinen Botanik."",""volume"":""2"",""partPages"":null,""titleYearStart"":1880,""titleYearEnd"":null,""pageNum"":411}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":32100,""yearAggr"":1896,""titleName"":""Publication."",""volume"":""v.1:no.2 (1896)"",""partPages"":null,""titleYearStart"":1895,""titleYearEnd"":1909,""pageNum"":202}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":134957,""yearAggr"":1896,""titleName"":""Vilmorin's Blumengärtnerei."",""volume"":""Bd.2 (1896)"",""partPages"":null,""titleYearStart"":1896,""titleYearEnd"":null,""pageNum"":235}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":126277,""yearAggr"":1898,""titleName"":""La Semaine horticole."",""volume"":""v.2 (1898)"",""partPages"":null,""titleYearStart"":1897,""titleYearEnd"":1898,""pageNum"":541}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":115385,""yearAggr"":1900,""titleName"":""Cyclopedia of American horticulture"",""volume"":""v. 1, c. 2"",""partPages"":null,""titleYearStart"":1900,""titleYearEnd"":1902,""pageNum"":0}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":111745,""yearAggr"":1907,""titleName"":""Annual report"",""volume"":""61st:v.2 (1907)"",""partPages"":null,""titleYearStart"":1902,""titleYearEnd"":1918,""pageNum"":127}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":75565,""yearAggr"":1909,""titleName"":""The American flower garden"",""volume"":""copy 2"",""partPages"":null,""titleYearStart"":1909,""titleYearEnd"":null,""pageNum"":333}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":42239,""yearAggr"":1910,""titleName"":""A manual of poisonous plants :"",""volume"":""pt.2"",""partPages"":null,""titleYearStart"":1910,""titleYearEnd"":1911,""pageNum"":417}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":56993,""yearAggr"":1910,""titleName"":""A manual of poisonous plants :"",""volume"":""2"",""partPages"":null,""titleYearStart"":1910,""titleYearEnd"":1911,""pageNum"":417}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":106648,""yearAggr"":1911,""titleName"":""The Bradley bibliography"",""volume"":""v.2"",""partPages"":null,""titleYearStart"":1911,""titleYearEnd"":1918,""pageNum"":182}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":116422,""yearAggr"":1911,""titleName"":""A manual of poisonous plants"",""volume"":""pt.2 (1911)"",""partPages"":null,""titleYearStart"":1911,""titleYearEnd"":null,""pageNum"":0}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":5887,""yearAggr"":1912,""titleName"":""Illustriertes Handbuch der Laubholzkunde"",""volume"":""vol. 2"",""partPages"":null,""titleYearStart"":1906,""titleYearEnd"":1912,""pageNum"":905}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":99269,""yearAggr"":1914,""titleName"":""Trees and shrubs, hardy in the British isles."",""volume"":""2"",""partPages"":null,""titleYearStart"":1914,""titleYearEnd"":null,""pageNum"":699}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":60827,""yearAggr"":1916,""titleName"":""Trees and shrubs hardy in the British Isles"",""volume"":""2"",""partPages"":null,""titleYearStart"":1916,""titleYearEnd"":null,""pageNum"":699}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":251906,""yearAggr"":1952,""titleName"":""A record of the fungi named by J.B. Ellis"",""volume"":""no.2:pt.1"",""partPages"":null,""titleYearStart"":1952,""titleYearEnd"":1954,""pageNum"":50}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":199329,""yearAggr"":2005,""titleName"":""Long Island Botanical Society newsletter."",""volume"":""v.15:no.2 (2005)"",""partPages"":null,""titleYearStart"":0,""titleYearEnd"":null,""pageNum"":18}",0.2
366,"{""refString"":""Duch. In: Ann. Sc. Nat. Ser. IV. 2: 68. (1854)."",""yearStart"":1854,""volume"":2,""pageStart"":68}","{""itemId"":107289,""yearAggr"":2007,""titleName"":""Journal of the Botanical Research Institute of Texas."",""volume"":""v.1:no.2(2007)"",""partPages"":""1229-1249"",""titleYearStart"":2007,""titleYearEnd"":null,""pageNum"":1235}",0.2
343,"{""refString"":""A. H. Gentry. In: Rhodora, 79(819): 439. (1977)."",""yearStart"":1977,""volume"":79,""pageStart"":439}","{""itemId"":14699,""yearAggr"":1977,""titleName"":""Rhodora"",""volume"":""v.79 (1977)"",""partPages"":""430-444"",""titleYearStart"":0,""titleYearEnd"":null,""pageNum"":439}",0.95
343,"{""refString"":""A. H. Gentry. In: Rhodora, 79(819): 439. (1977)."",""yearStart"":1977,""volume"":79,""pageStart"":439}","{""itemId"":208714,""yearAggr"":1982,""titleName"":""Flora de Veracruz"",""volume"":""fasc.24 (1982)"",""partPages"":null,""titleYearStart"":1978,""titleYearEnd"":null,""pageNum"":213}",0.2
